tick,generation,best_damage,avg_damage,best_travel,avg_travel,best_battery,avg_battery,hypervolume,n_pareto
0,24,5.843420644402123,5.086955592390167,139.82243272586652,186.6378809718035,139.82243272586652,186.6378809718035,94469.86291064361,52
0,25,5.843420644402123,5.178402295347605,139.82243272586652,192.64905236655304,139.82243272586652,192.64905236655304,96674.32254272324,51
0,26,5.843420644402123,5.423518896322827,139.22642408416712,202.74433674472985,139.22642408416712,202.74433674472985,98549.87658998535,48
0,27,5.843420644402123,5.499632891030639,139.22642408416712,206.40545278139078,139.22642408416712,206.40545278139078,98549.87658998535,57
0,28,5.89742262583221,5.557297058667783,139.22642408416712,207.10091388613017,139.22642408416712,207.10091388613017,98588.25466039793,60
0,29,5.89742262583221,5.513236388158536,139.22642408416712,207.26784742536776,139.22642408416712,207.26784742536776,99522.36908390064,39
0,30,5.89742262583221,5.5395819502293016,139.22642408416712,206.33545384124238,139.22642408416712,206.33545384124238,99802.91415064073,38
0,31,6.02032576246417,5.43770489148311,139.22642408416712,194.69235570372695,139.22642408416712,194.69235570372695,99997.46091431663,33
0,32,6.040905895510372,5.48961219145518,139.22642408416712,196.0017473247454,139.22642408416712,196.0017473247454,100204.78732569517,29
0,33,6.040905895510372,5.478622878994098,139.22642408416712,193.55865204637223,139.22642408416712,193.55865204637223,100313.54002065602,37
0,34,6.080168085466176,5.400265695116291,139.22642408416712,184.41621441203313,139.22642408416712,184.41621441203313,100359.63953396677,44
0,35,6.080168085466176,5.347361237086225,139.22642408416712,180.34529038147755,139.22642408416712,180.34529038147755,100640.15027907558,42
0,36,6.080168085466176,5.261670298679764,139.22642408416712,171.98942101652395,139.22642408416712,171.98942101652395,100649.36786519576,49
0,37,6.080168085466176,5.238957788486347,139.22642408416712,169.49035807219445,139.22642408416712,169.49035807219445,100649.36786519576,60
0,38,6.080168085466176,5.23342688845959,139.22642408416712,166.62712478373268,139.22642408416712,166.62712478373268,100733.53416416034,60
0,39,6.080168085466176,5.266830564053108,139.22642408416712,171.0281978038707,139.22642408416712,171.0281978038707,105475.79297186034,55
0,40,6.162361222043234,5.221612962499781,139.22642408416712,162.92476581753118,139.22642408416712,162.92476581753118,106450.04854323909,51
0,41,6.162361222043234,5.101165085272235,139.22642408416712,148.50931870963666,139.22642408416712,148.50931870963666,106497.08245874885,60
0,42,6.162361222043234,5.045092136760489,139.22642408416712,148.6626062496665,139.22642408416712,148.6626062496665,106748.45354181174,60
0,43,6.162361222043234,5.141791400657248,139.22642408416712,155.86995202402588,139.22642408416712,155.86995202402588,106748.45354181174,60
0,44,6.162361222043234,5.203084194098574,139.22642408416712,157.65971430806042,139.22642408416712,157.65971430806042,106748.45354181174,60
0,45,6.162361222043234,5.322229113008954,139.22642408416712,166.7169194128537,139.22642408416712,166.7169194128537,106748.91409232221,60
